site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0806	Tremont Fountain Park	Park			Active		City of Upper Arlington Parks & Recreation				near 3600 Tremont Rd, Upper Arlington, OH 43221	1.08	Franklin	Upper Arlington		40.0121618	-83.0706128	86GR2W6H+X2		Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Small ~1-acre park near Tremont Library and Tremont Pool. Features decorative fountain and benches; ADA accessible. Exact street address unconfirmed from web search (egress proxy blocked official page); address given as approximate area. MUST VERIFY via browser.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0808	Wyandot Park	Park			Active		City of Upper Arlington Parks & Recreation			Rich in local history, Wyandot Park honors the legacy of Bill Moose with a memorial and features wooded trails, a ravine, and a peaceful natural setting in the heart of Upper Arlington.	2875 Lane Rd, Upper Arlington, OH 43221	2.52	Franklin	Upper Arlington		40.046857	-83.0944958	86GR2WW4+J2	Hiking Trail	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park off Lane Road.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0809	Northwest Kiwanis Park	Park			Active		City of Upper Arlington Parks & Recreation				4840 Stonehaven Dr, Upper Arlington, OH 43221	21.23	Franklin	Upper Arlington		40.0555619	-83.0840409	86GR3W48+72	Athletic Field; Hiking Trail	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park on Stonehaven Drive. Adjacent to Burbank Park (~60 house numbers south on same street); both parks on Stonehaven corridor.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0810	Burbank Park	Park			Active		City of Upper Arlington Parks & Recreation				4780 Stonehaven Dr, Upper Arlington, OH 43221	7	Franklin	Columbus		39.957877	-83.0880998	86FRXW56+52	Playground	Acreage from UA city website facility page (7 Acres). Address: 4780 Stonehaven Drive, Columbus OH 43220 (within UA jurisdiction).	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0811	Oxford Park	Park			Active		City of Upper Arlington Parks & Recreation			This small neighborhood park features green space, a playground, and walking paths—great for families and those seeking a quick outdoor escape.	4280 Oxford Dr, Upper Arlington, OH 43220	1.17	Franklin	Upper Arlington		40.0410822	-83.0901795	86GR2WR5+H2	Hiking Trail; Playground	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park on Oxford Drive; ZIP 43220 (southeastern UA).	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0812	Westover Park	Park			Active		City of Upper Arlington Parks & Recreation				2111 Westover Rd, Upper Arlington, OH 43221	1.12	Franklin	Upper Arlington		40.0029185	-83.0657765	86GR2W3M+42	Hiking Trail; Playground	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park; playground, shelter house, picnic tables, grill, parking, and pet waste bags. Open 5 AM–11 PM daily.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0813	Cardiff Woods Park	Natural Area			Active		City of Upper Arlington Parks & Recreation			Tucked away in a wooded setting, Cardiff Woods Park offers a natural retreat with mature trees, native plants, and a walking trail ideal for nature lovers.	1734 Cardiff Rd, Upper Arlington, OH 43221	1.92	Franklin	Upper Arlington		40.0049237	-83.0559771	86GR2W3V+W2	Hiking Trail	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Natural wooded area park on Cardiff Road. Art installation 'Into the Woods' by UA Public Art program located here.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0814	Charing Ravine Park	Natural Area			Active		City of Upper Arlington Parks & Recreation				2901 Charing Rd, Upper Arlington, OH 43221	1.79	Franklin	Upper Arlington		40.0130867	-83.0886635	86GR2W76+82	Hiking Trail	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). ~2-acre natural ravine area park on Charing Road. Wooded character. Official name confirmed as 'Charing Ravine Park' per UA Facilities page (Facility ID 4). Address ~2901 Charing Rd per web search — confirm via browser.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0815	Nursery Park	Park			Active		City of Upper Arlington Parks & Recreation				Upper Arlington, OH 43221	1.24	Franklin	Upper Arlington		40.0101384	-83.0798022	86GR2W6C+22		Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Quiet green space with mature trees and benches; playground and walking paths. Street address not found via web search (egress proxy blocked official page). MUST VERIFY: load upperarlingtonoh.gov/city-parks/nursery-park/ via browser to confirm address.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0816	Devon Pool	Recreation Facility			Active		City of Upper Arlington Parks & Recreation			The pool provides swimming and aquatic recreation for Upper Arlington residents during the summer season.	2070 South Mallway Drive, Upper Arlington, OH 43221		Franklin			39.998662	-83.060067	86FRXWXQ+H2	Parking Lot; Restrooms; Swimming Pool	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Heated outdoor pool with lap lanes, diving well, toddler pool, accessible restrooms, concession area. Co-located with Mallway Park adjacent to Jones Middle School. One of three UA outdoor pools. UA Facilities ID 43.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0817	Reed Road Water Park	Recreation Facility			Active		City of Upper Arlington Parks & Recreation				2000 Hastings Lane, Upper Arlington, OH 43221	0.21	Franklin	Columbus		39.9524839	-82.9139702	86FVX32P+V2	Parking Lot; Restrooms; Swimming Pool; Water Park	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Outdoor water park within Reed Road Park, adjacent to Hastings Middle School. One of three UA outdoor pools.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	OH-FR-S-0803
OH-FR-S-0818	Tremont Pool	Recreation Facility			Active		City of Upper Arlington Parks & Recreation			The pool provides swimming lessons, open swim, and aquatic programming for Upper Arlington residents.	near 3600 Tremont Rd, Upper Arlington, OH 43221		Franklin			40.030884	-83.052459	86GR2WJX+62	Parking Lot; Restrooms; Swimming Pool	Source: upperarlingtonoh.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Outdoor pool in Tremont area. One of three UA outdoor pools. Exact address unconfirmed — co-located with Tremont Fountain Park area near Tremont Road branch library (~2800 Tremont Rd) or Parks & Rec office (3600 Tremont Rd). MUST VERIFY via browser.	https://www.upperarlingtonoh.gov/189/Parks	https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0819	Crafton Park	Park			Active		City of Upper Arlington Parks & Recreation					0.55024878	Franklin	Upper Arlington		40.0092496	-83.0829683	86GR2W58+Q2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0820	Langston Park	Park			Active		City of Upper Arlington Parks & Recreation					14.6761612	Franklin	Upper Arlington		40.0465793	-83.061682	86GR2WWQ+M2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0821	Alt Field	Recreation Facility			Active		City of Hilliard Recreation and Parks				3740 Municipal Way, Hilliard, OH 43026	1.48	Franklin	Hilliard		40.0297123	-83.1490436	86GR2VH2+V2	Athletic Field	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Home of Hilliard's original baseball field. Playground and tennis court.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0822	Beacon Fields	Recreation Facility			Active		City of Hilliard Recreation and Parks				4375 Edgewyn Ave, Hilliard, OH 43026	2.78	Franklin	Hilliard		40.0249814	-83.1309734	86GR2VF9+W2	Picnic Area	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Baseball field, basketball court, multipurpose path, playground, and green space.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0823	Britton Farms Park	Park			Active		City of Hilliard Recreation and Parks				4500 Davidson Rd, Hilliard, OH 43026	6.07	Franklin	Hilliard		40.049887	-83.1401643	86GR2VX5+X2	Hiking Trail; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Fishing pond, multiuse paths, charcoal grills, picnic area, and 'flight swing.' Located in Britton Farms subdivision.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0824	Conklin Park	Park			Active		City of Hilliard Recreation and Parks			The park includes typical neighborhood amenities including open lawn and playgrounds.	1000 Boucher Dr, Hilliard, OH 43026	1.7	Franklin	Hilliard		40.0252002	-83.1571124	86GR2RGV+22	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Playground, picnic area, and green space.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0825	Cross Creek Park	Park			Active		City of Hilliard Recreation and Parks				3342 Hilliard Rome Rd, Hilliard, OH 43026	0.05	Franklin	Columbus		39.9476105	-82.9109317	86FVW3XQ+42	Hiking Trail; Playground	Football, lacrosse, soccer, and cricket fields along with open green space. Also appears on Columbus city limits boundary — verify jurisdiction.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0826	Darby Glen Park	Park			Active		City of Hilliard Recreation and Parks				4340 Swenson St, Hilliard, OH 43026	22.7	Franklin	Hilliard		40.0195777	-83.1283691	86GR2V9C+W2	Picnic Area; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park in Darby Glen subdivision.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0827	Father Roderic J. DiPietro Park	Recreation Facility			Active		City of Hilliard Recreation and Parks				3481 Davidson Rd, Hilliard, OH 43026	15.77	Franklin	Hilliard		40.0524403	-83.1103007	86GR3V2Q+X2	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Baseball and soccer fields. Received inclusive baseball field improvements (~2023). Note: official name spelling is 'Rodric' per city website title; 'Roderic' per news release.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0828	Hamilton Park	Park			Active		City of Hilliard Recreation and Parks				4950 Hamilton Rd, Hilliard, OH 43026	0.14	Franklin	Columbus		39.9522187	-82.9515885	86FVX22X+V2	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park on Hamilton Road.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0829	Hayden Run Village Park	Park			Active		City of Hilliard Recreation and Parks				5226 Davidson Rd, Hilliard, OH 43026	3.91	Franklin	Hilliard		40.0487898	-83.1597029	86GR2RXR+C2	Hiking Trail; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park in Hayden Run Village area.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0830	Heather Ridge Park	Park			Active		City of Hilliard Recreation and Parks				4833 Hawkstone Rd, Hilliard, OH 43026	2.77	Franklin	Hilliard		40.0434564	-83.1492981	86GR2VV2+72	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park in Heather Ridge subdivision.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0831	Heritage Trail Dog Park	Park			Active		City of Hilliard Recreation and Parks			The park provides fenced off-leash areas for dogs along the trail greenway.	7262 Hayden Run Rd, Hilliard, OH 43026	0.06	Franklin	Columbus		39.9437656	-83.0782101	86FRWWVC+G2	Dog Park	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Fenced off-leash dog park. NOTE: Located at 7262 Hayden Run Rd near Metro Parks Heritage Trail Metro Park area. Confirm managing entity: City of Hilliard vs Metro Parks. MANAGEMENT FLAG for Resolution.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0832	Hilliard East Park	Park			Active		City of Hilliard Recreation and Parks			The park includes open lawn areas, picnic facilities, and play equipment.	4450 Schirtzinger Rd, Hilliard, OH 43026	5.43	Franklin	Hilliard		40.0464723	-83.1200348	86GR2VWH+H2	Picnic Area; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Green space, playground, adaptive swing, picnic area, and shelter house.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0833	HOSA Soccer Complex	Recreation Facility			Active		City of Hilliard Recreation and Parks			The complex features multiple full-size soccer fields supporting youth and adult leagues throughout the spring and fall seasons.	6371 Scioto Darby Rd, Hilliard, OH 43026	28.9	Franklin	Hilliard		40.0311919	-83.1827004	86GR2RJ8+H2	Athletic Field; Parking Lot; Soccer Pitch	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Multi-field soccer complex managed by City of Hilliard. HOSA = Hilliard Optimist Soccer Association or similar; confirm acronym at Resolution.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0834	Lakewood Park	Park			Active		City of Hilliard Recreation and Parks				3180 Walkerview Dr, Hilliard, OH 43026	5.75	Franklin	Hilliard		40.0167564	-83.1787088	86GR2R8C+P2	Picnic Area; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park on Walkerview Drive.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0835	Latham Park	Park			Active		City of Hilliard Recreation and Parks				6400 Cosgray Rd, Hilliard, OH 43026	18.83	Franklin	Hilliard		40.0353719	-83.1811505	86GR2RP9+42	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park with green space, walking path, and fishing pond.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0836	Merchant Park	Park			Active		City of Hilliard Recreation and Parks				5467 Center St, Hilliard, OH 43026	9.03	Franklin	Hilliard		40.0364153	-83.1646626	86GR2RPP+C2	Playground	Calculated from MORPC Shape__Area: 393,462 sq ft	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0837	Mildred Park	Park			Active		City of Hilliard Recreation and Parks				4592 Britton Pkwy, Hilliard, OH 43026	4.28	Franklin	Hilliard		40.0467906	-83.1322865	86GR2VW9+J2	Playground	Calculated from MORPC Shape__Area: 186,248 sq ft	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0838	Reibel Woods	Natural Area			Active		City of Hilliard Recreation and Parks			The site features mature woodland, natural trails, and wildlife habitat in a relatively undisturbed forest setting.	6000 Hayden Run Rd, Hilliard, OH 43026	2.56	Franklin			40.0552701	-83.1613928	86GR3R4Q+32	Hiking Trail	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Wooded natural area park on Hayden Run Road. Natural character consistent with Site designation.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0839	Roger A. Reynolds Municipal Park	Park			Active		City of Hilliard Recreation and Parks			The expansive park complex features athletic fields, tennis courts, a dog park, a skate park, playground areas, and the Hilliard Recreation Center. It is the hub of the city's parks and recreation programming.	3800 Veterans Memorial Dr, Hilliard, OH 43026	131.2	Franklin	Hilliard		40.0287628	-83.1727675	86GR2RHG+H2	Athletic Field; Community Center; Dog Park; Parking Lot; Picnic Shelter; Playground; Skate Park; Tennis Court	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Hilliard's premier park; 130 acres. Home to Hilliard Family Aquatic Center (recorded separately as child site). Baseball diamonds, soccer fields, pool, and parking. Also known as 'Hilliard Municipal Park' on third-party listings.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0840	Silverton Park	Park			Active		City of Hilliard Recreation and Parks				5075 Silverton Way, Hilliard, OH 43026	2.98	Franklin	Hilliard		40.064954	-83.1519498	86GR3R7X+R2	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0841	Hilliard's Station Park	Park			Active		City of Hilliard Recreation and Parks			The park celebrates the city's railroad heritage and provides open green space, seating, and community gathering areas in the historic district.	4021 Main St, Hilliard, OH 43026	0.93	Franklin	Hilliard		40.0341208	-83.1602988	86GR2RMQ+Q2	Historic Structure	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park at Old Hilliard downtown; splash fountains, outdoor café tables, amphitheater, public restrooms. Marks location of historic railroad station and Hilliard's original town square. Eastern trailhead for Heritage Rail Trail (7 miles). Note: 4021 and 4020 Main St addresses cited; confirm distinction with First Responders Park.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0842	Tinapple Park	Park			Active		City of Hilliard Recreation and Parks				5503 Hyde Park Dr, Hilliard, OH 43026	3.75	Franklin	Hilliard		40.0138021	-83.1599254	86GR2R7R+C2	Hiking Trail; Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0843	Weaver Park	Park			Active		City of Hilliard Recreation and Parks				4100 Columbia St, Hilliard, OH 43026	5.27	Franklin	Hilliard		40.0360616	-83.1547549	86GR2RPW+C2	Playground	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Neighborhood park on Columbia Street.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	
OH-FR-S-0844	Hilliard Family Aquatic Center	Recreation Facility			Active		City of Hilliard Recreation and Parks			Reynolds Municipal Park. The center features a large leisure pool, water slides, a lazy river, a splash pad, and a lap swimming area, serving as the centerpiece summer recreation destination for Hilliard families.	3800 Veterans Memorial Dr, Hilliard, OH 43026		Franklin			40.028251	-83.17137	86GR2RHH+72	Parking Lot; Restrooms; Spray Park; Swimming Pool; Waterslide	Source: hilliardohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Outdoor aquatic facility within Roger A. Reynolds Municipal Park. Hilliard's primary outdoor pool.	https://hilliardohio.gov/our-parks/	https://hilliardohio.gov/our-parks/	OH-FR-S-0839
OH-FR-S-0845	Crosscreek Park	Park			Active		City of Hilliard Recreation and Parks					9.95570628	Franklin	Hilliard		40.0193981	-83.1583882	86GR2R9R+P2	Hiking Trail; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 160. MORPC Sub_Type: C.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0846	Hilliard East Pool And Park	Park			Active		City of Hilliard Recreation and Parks			The facility provides open-air swimming and recreational park amenities for the surrounding community.		5.42778991	Franklin	Columbus		39.9623013	-82.9148191	86FVX36P+R2	Playground; Swimming Pool	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 317. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0847	Clarence W Latham Educational Park	Park			Active		City of Hilliard Recreation and Parks			Clarence W. Latham Educational Park is a neighborhood park in Columbus named in honor of Clarence W. Latham, incorporating educational programming elements alongside recreational facilities. The park serves the surrounding community with play equipment and green space.		18.82543577	Franklin	Columbus		39.9886048	-83.0187579	86FRXXQJ+F2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: N.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0848	Riggins Court Open Space	Open Space			Active		City of Hilliard Recreation and Parks					2.79865401	Franklin	Hilliard		40.0665396	-83.1363735	86GR3V87+M2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC Sub_Type: NOS.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0849	Fryer Park	Park			Active		City of Grove City Parks & Recreation			The park underwent a significant remodel and reopened in 2023 with upgraded facilities.	3899 Orders Rd, Grove City, OH 43123	111.45	Franklin	Grove City		39.8566883	-83.1002103	86FRVV4X+Q2	Athletic Field; Ball Diamond; Hiking Trail; Historic Structure; Parking Lot; Sledding Hill	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). 110-acre educational and recreational park. 8 softball diamonds, 1-mile paved trail for walking/biking, sledding hill, space-themed all-accessible playground, Century Village (turn-of-century inspired), Rotary Lake (fishing), preserved wooded area. Eagle Pavilion (enclosed pavilion for rentals) on-site.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0850	Gantz Park	Park			Active		City of Grove City Parks & Recreation			The park is adjacent to the historic Gantz Farm and the Gardens at Gantz.	2255 Home Rd, Grove City, OH 43123	28.47	Franklin	Grove City		39.8974526	-83.0614479	86FRVWWQ+V2	Pavilion; Picnic Area; Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Renovated 2019. Renovated two-story barn, herb garden, historic farmhouse (Gantz farmhouse), arboretum, labyrinth, nature trails, playground. Home of Gardens at Gantz (recorded separately as child site).	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0851	Westgrove Park	Park			Active		City of Grove City Parks & Recreation				3580 Magnolia St, Grove City, OH 43123	5.76	Franklin	Grove City		39.8918618	-83.1089756	86FRVVRR+M2	Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Community park. Playground and green space.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0852	Henceroth Park	Park			Active		City of Grove City Parks & Recreation			The park reflects Grove City's commitment to sustainable park design.	2075 Mallow Ln, Grove City, OH 43123	21.3	Franklin	Grove City		39.8502817	-83.0598648	86FRVW2R+22	Hiking Trail; Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). 22-acre eco-friendly park featuring wooded nature trail, solar lights, playground made from recycled materials, walk/run/bike path with exercise equipment.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0853	Breck Community Park	Park			Active		City of Grove City Parks & Recreation				3005 Demorest Rd, Grove City, OH 43123	0.19	Franklin	Columbus		39.9441833	-82.8646497	86FVW4VP+J2	Dog Park	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Dog park with four fenced areas: two ~3-acre areas for dogs 35 lbs+, two ~1.5-acre areas for dogs under 35 lbs.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0854	Town Center Park	Park			Active		City of Grove City Parks & Recreation				3359 Park St, Grove City, OH 43123	0.39	Franklin	Reynoldsburg		39.9561711	-82.8116148	86FVX54Q+F2		Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Park in Grove City's historic town center at Broadway and Park St. Used for community events and performances. Managed in partnership with Grove City Town Center, Inc. (heartofgrovecity.org). Confirm: City of Grove City vs. Town Center Inc. managing entity at Resolution.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0855	Park at Beulah	Park			Active		City of Grove City Parks & Recreation				3700 Glacial Lane, Grove City, OH 43123	0.03	Franklin	Grove City		39.8793356	-83.0973677	86FRVWH3+J2	Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). 32-acre park on former Beulah Park horse racing track site. Natural hills, three park structures, pickleball courts, trails, parking, lighting. Beulah Pavilion (Charles W. Boso Jr. Pavilion) on-site for rentals. Developed by City of Grove City as part of Beulah Park redevelopment (EMH&T project).	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0856	Blodwen Park	Park			Active		City of Grove City Parks & Recreation				Blodwen Circle, Grove City, OH 43123	0.14	Franklin	Whitehall		39.9516588	-82.8742489	86FVX42G+M2	Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Pocket park on Blodwen Circle. Address is street name only; no house number confirmed from web search. MUST VERIFY via browser.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0857	Creed Lawless Park	Park			Active		City of Grove City Parks & Recreation				Kingston Ave, Grove City, OH 43123	0.3	Franklin	Grove City		39.8791878	-83.0942038	86FRVWH4+M2	Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Pocket park. Located on Kingston Ave near Parks & Recreation office (3226 Kingston Ave). Exact address not confirmed; MUST VERIFY via browser.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0858	Bicentennial Park	Park			Active		City of Grove City Parks & Recreation			The park provides open green space, commemorative features, and a community gathering space celebrating Grandview Heights' history.	Grove City, OH 43123	0.22	Franklin	Grandview Heights		39.9783019	-83.0462475	86FRXXH3+82		Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). Named park in Grove City; likely commemorates city bicentennial. Street address not found via web search. MUST VERIFY via browser.	https://www.grovecityohio.gov/182/City-Parks	https://www.grovecityohio.gov/182/City-Parks	
