Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501884",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,19,XA,Closed,CONE,Conservation Easement,"10501885",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501886",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,31,XA,Closed,CONE,Conservation Easement,"10501887",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501888",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501889",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501890",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501891",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501892",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,4,XA,Closed,CONE,Conservation Easement,"10501893",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501894",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501895",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,25,XA,Closed,CONE,Conservation Easement,"10501896",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,3,XA,Closed,CONE,Conservation Easement,"10501897",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,3,XA,Closed,CONE,Conservation Easement,"10501898",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,4,XA,Closed,CONE,Conservation Easement,"10501899",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,53,XA,Closed,CONE,Conservation Easement,"10501900",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,226,XA,Closed,CONE,Conservation Easement,"10501901",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501902",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,8,XA,Closed,CONE,Conservation Easement,"10501903",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501904",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,3,XA,Closed,CONE,Conservation Easement,"10501905",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501906",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501907",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,10,XA,Closed,CONE,Conservation Easement,"10501908",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,5,XA,Closed,CONE,Conservation Easement,"10501909",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501910",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501911",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501912",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501913",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,4,XA,Closed,CONE,Conservation Easement,"10501914",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,8,XA,Closed,CONE,Conservation Easement,"10501915",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,19,XA,Closed,CONE,Conservation Easement,"10501916",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,6,XA,Closed,CONE,Conservation Easement,"10501917",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,3,XA,Closed,CONE,Conservation Easement,"10501918",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501919",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501920",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501921",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501922",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,6,XA,Closed,CONE,Conservation Easement,"10501923",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,12,XA,Closed,CONE,Conservation Easement,"10501924",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,6,XA,Closed,CONE,Conservation Easement,"10501925",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501926",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501927",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501928",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,40,XA,Closed,CONE,Conservation Easement,"10501929",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,3,XA,Closed,CONE,Conservation Easement,"10501930",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,6,XA,Closed,CONE,Conservation Easement,"10501931",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,2,XA,Closed,CONE,Conservation Easement,"10501932",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501933",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,1,XA,Closed,CONE,Conservation Easement,"10501934",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501935",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,46,XA,Closed,CONE,Conservation Easement,"10501936",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501937",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501938",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,14,XA,Closed,CONE,Conservation Easement,"10501939",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501940",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,33,XA,Closed,CONE,Conservation Easement,"10501941",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,7,XA,Closed,CONE,Conservation Easement,"10501942",PERM
Cuyahoga Valley National Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"2",2 - managed for biodiversity - disturbance events suppressed,0,XA,Closed,CONE,Conservation Easement,"10501943",PERM
Hopewell Culture National Historical Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,HCAE,Historic or Cultural Easement,"10501734",PERM
Hopewell Culture National Historical Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,8,XA,Closed,HCAE,Historic or Cultural Easement,"986616",PERM
Hopewell Culture National Historical Park,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,HCAE,Historic or Cultural Easement,"986653",PERM
Perry's Victory and International Peace Memorial,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"3",3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,0,XA,Closed,HCAE,Historic or Cultural Easement,"10495868",PERM
UNK easement,Unknown Federal Government,Unknown,Other or Unknown Federal Land,"4",4 - no known mandate for biodiversity protection,321,XA,Closed,UNKE,Unknown Easement,"10524351",PERM
Farm and Ranchland Protection Program Easement,Unknown Joint Holder,Unknown,Joint,"4",4 - no known mandate for biodiversity protection,222,XA,Closed,UNKE,Unknown Easement,"10524254",PERM
Farm and Ranchland Protection Program Easement,Unknown Joint Holder,Unknown,Joint,"4",4 - no known mandate for biodiversity protection,159,XA,Closed,UNKE,Unknown Easement,"10524255",PERM
Farm and Ranchland Protection Program Easement,Unknown Joint Holder,Unknown,Joint,"4",4 - no known mandate for biodiversity protection,134,XA,Closed,UNKE,Unknown Easement,"10524256",PERM
Farm and Ranchland Protection Program Easement,Unknown Joint Holder,Unknown,Joint,"4",4 - no known mandate for biodiversity protection,108,XA,Closed,UNKE,Unknown Easement,"10524257",PERM
Madison Easement,Unknown Local Government,Unknown,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,4,UK,Unknown,RECE,Recreation or Education Easement,"995962",PERM
Ristaneo,Unknown Local Government,Unknown,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,524,UK,Unknown,RECE,Recreation or Education Easement,"995963",PERM
Twin Valley Farms,Unknown Local Government,Unknown,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,243,UK,Unknown,RECE,Recreation or Education Easement,"995964",PERM
Sturgill,Unknown Local Government,Unknown,Other or Unknown Local Government,"4",4 - no known mandate for biodiversity protection,2,UK,Unknown,UNKE,Unknown Easement,"77379",PERM
Fritz,American Farmland Trust,Unknown,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,82,XA,Closed,UNKE,Unknown Easement,"10522348",PERM
Schlacter,American Farmland Trust,Unknown,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,179,XA,Closed,UNKE,Unknown Easement,"10522368",PERM
Yeiser Hurst,American Farmland Trust,Unknown,Non-Governmental Organization,"4",4 - no known mandate for biodiversity protection,427,XA,Closed,UNKE,Unknown Easement,"10522375",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,2,XA,Closed,UNKE,Unknown Easement,"10523684",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,30,XA,Closed,UNKE,Unknown Easement,"10523685",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,70,XA,Closed,UNKE,Unknown Easement,"10523686",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,114,XA,Closed,UNKE,Unknown Easement,"10523687",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,7,XA,Closed,UNKE,Unknown Easement,"10523688",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,4,XA,Closed,UNKE,Unknown Easement,"10523689",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,UNKE,Unknown Easement,"10523690",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,44,XA,Closed,UNKE,Unknown Easement,"10523691",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,70,XA,Closed,UNKE,Unknown Easement,"10523692",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,UNKE,Unknown Easement,"10523693",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523694",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,186,XA,Closed,UNKE,Unknown Easement,"10523695",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,30,XA,Closed,UNKE,Unknown Easement,"10523696",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,30,XA,Closed,UNKE,Unknown Easement,"10523697",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,21,XA,Closed,UNKE,Unknown Easement,"10523698",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,7,XA,Closed,UNKE,Unknown Easement,"10523699",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,11,XA,Closed,UNKE,Unknown Easement,"10523700",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,0,XA,Closed,UNKE,Unknown Easement,"10523701",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,28,XA,Closed,UNKE,Unknown Easement,"10523702",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"10523703",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,12,XA,Closed,UNKE,Unknown Easement,"10523704",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,21,XA,Closed,UNKE,Unknown Easement,"10523705",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,30,XA,Closed,UNKE,Unknown Easement,"10523706",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,77,XA,Closed,UNKE,Unknown Easement,"10523707",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,112,XA,Closed,UNKE,Unknown Easement,"10523708",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,104,XA,Closed,UNKE,Unknown Easement,"10523709",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,55,XA,Closed,UNKE,Unknown Easement,"10523710",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,45,XA,Closed,UNKE,Unknown Easement,"10523711",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"10523712",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,71,XA,Closed,UNKE,Unknown Easement,"10523713",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,257,XA,Closed,UNKE,Unknown Easement,"10523714",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,21,XA,Closed,UNKE,Unknown Easement,"10523715",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,16,XA,Closed,UNKE,Unknown Easement,"10523716",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,27,XA,Closed,UNKE,Unknown Easement,"10523717",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,14,XA,Closed,UNKE,Unknown Easement,"10523718",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"10523719",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,36,XA,Closed,UNKE,Unknown Easement,"10523720",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,26,XA,Closed,UNKE,Unknown Easement,"10523721",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,35,XA,Closed,UNKE,Unknown Easement,"10523722",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,18,XA,Closed,UNKE,Unknown Easement,"10523723",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,3,XA,Closed,UNKE,Unknown Easement,"10523724",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,1,XA,Closed,UNKE,Unknown Easement,"10523725",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,UNKE,Unknown Easement,"10523726",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,157,XA,Closed,UNKE,Unknown Easement,"10523727",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,48,XA,Closed,UNKE,Unknown Easement,"10523728",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"10523729",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,61,XA,Closed,UNKE,Unknown Easement,"10523730",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,80,XA,Closed,UNKE,Unknown Easement,"10523731",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"10523732",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,19,XA,Closed,UNKE,Unknown Easement,"10523733",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,18,XA,Closed,UNKE,Unknown Easement,"10523734",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,195,XA,Closed,UNKE,Unknown Easement,"10523735",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,70,XA,Closed,UNKE,Unknown Easement,"10523736",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,195,XA,Closed,UNKE,Unknown Easement,"10523737",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,45,XA,Closed,UNKE,Unknown Easement,"10523738",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,UNKE,Unknown Easement,"10523739",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,36,XA,Closed,UNKE,Unknown Easement,"10523740",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,204,XA,Closed,UNKE,Unknown Easement,"10523741",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,90,XA,Closed,UNKE,Unknown Easement,"10523742",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,136,XA,Closed,UNKE,Unknown Easement,"10523743",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,103,XA,Closed,UNKE,Unknown Easement,"10523744",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,48,XA,Closed,UNKE,Unknown Easement,"10523745",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,UNKE,Unknown Easement,"10523746",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,UNKE,Unknown Easement,"10523747",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,784,XA,Closed,UNKE,Unknown Easement,"10523748",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,15,XA,Closed,UNKE,Unknown Easement,"10523749",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,101,XA,Closed,UNKE,Unknown Easement,"10523750",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,73,XA,Closed,UNKE,Unknown Easement,"10523751",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,101,XA,Closed,UNKE,Unknown Easement,"10523752",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,45,XA,Closed,UNKE,Unknown Easement,"10523753",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,102,XA,Closed,UNKE,Unknown Easement,"10523754",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,188,XA,Closed,UNKE,Unknown Easement,"10523755",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,9,XA,Closed,UNKE,Unknown Easement,"10523756",PERM
OH DoA Easement,Ohio Department of Agriculture,Unknown,Other or Unknown State Land,"4",4 - no known mandate for biodiversity protection,16,XA,Closed,UNKE,Unknown Easement,"10523757",PERM
