Name,Type,Description,Status,Ownership,Management,Coordination,Address,Acres,Location,County,GPS Coordinates,Plus Code,Trail Role,Parent Trail Name,Trail Segment Type,Trail Access Type,Trail Length (Miles),Features,Notes,URL,Unnamed: 21
Indian Riffle Park,Municipal Park,Accessible playground; shelters; paved loop trail; fishing pond; ball fields; sledding hill; restrooms,Active,City of Kettering,City of Kettering,,"2801 E. Stroop Rd., Kettering, OH 45440",,Kettering,Montgomery,"39.6946,-84.1298",,,,,,,,,https://www.playkettering.org/indian-riffle-park/,
Irelan Park,Municipal Park,Two shelters; playground; volleyball courts; ball diamonds; drinking fountains; grills; walking paths,Active,City of Kettering,City of Kettering,,"4532 Marshall Rd., Kettering, OH 45429",16,Kettering,Montgomery,"39.6865,-84.1597",,,,,,,,,https://www.playkettering.org/irelan-park/,
Kantner Park,Municipal Park,Accessible playground; basketball courts; walking paths; picnic areas,Active,City of Kettering,City of Kettering,,"1512 Brownleigh Rd., Kettering, OH 45429",5,Kettering,Montgomery,"39.6899,-84.173",,,,,,,,,https://www.playkettering.org/kantner-park/,
Kennedy Park,Municipal Park,Splash pad; farm-themed playground; pickleball courts; ball fields; restrooms; picnic areas,Active,City of Kettering,City of Kettering,,"5073 Bigger Rd., Kettering, OH 45440",15,Kettering,Montgomery,"39.6769,-84.129",,,,,,,,,https://www.playkettering.org/kennedy-park/,
Lincoln Park Civic Commons,Municipal Park,Civic art; pond; walkways; event lawn; cultural gathering space,Active,City of Kettering,City of Kettering,,"675 Lincoln Park Blvd., Kettering, OH 45429",14,Kettering,Montgomery,"39.697,-84.155",,,,,,,,,https://www.playkettering.org/lincoln-park-civic-commons/,
Oak Creek Park,Municipal Park,Playground; picnic areas; walking path,Active,City of Kettering,City of Kettering,,"2239 Berrycreek Dr., Kettering, OH 45440",5,Kettering,Montgomery,"39.6768,-84.1139",,,,,,,,,https://www.playkettering.org/oak-creek-park/,
Oak Park,Municipal Park,Playground; shelter; grill; picnic tables; courts; ball field; walking path,Active,City of Kettering,City of Kettering,,"2055 Malcom Dr., Kettering, OH 45420",,Kettering,Montgomery,"39.704,-84.1355",,,,,,,,,https://www.playkettering.org/oak-park/,
Pasadena Green Space,Municipal Park,Open lawn; walking access,Active,City of Kettering,City of Kettering,,"3200 N. Marshall Rd., Kettering, OH 45429",1.5,Kettering,Montgomery,"39.716,-84.159",,,,,,,,,https://www.playkettering.org/pasadena-green-space/,
Pondview Park,Municipal Park,Walking trails; pond; bridges; benches; restrooms; drinking fountain,Active,City of Kettering,City of Kettering,,"2320 Pondview Dr., Kettering, OH 45440",12.5,Kettering,Montgomery,"39.6829,-84.1119",,,,,,,,,https://www.playkettering.org/pondview-park/,
Southdale Park,Municipal Park,Playground; Habitat Environmental Center; trails; picnic areas,Active,City of Kettering,City of Kettering,,"3036 Bellflower St., Kettering, OH 45409",8,Kettering,Montgomery,"39.695,-84.1695",,,,,,,,,https://www.playkettering.org/southdale-park/,
Southern Hills Park,Municipal Park,Village-themed playground; courts; picnic areas; walking path,Active,City of Kettering,City of Kettering,,"1545 Sacramento Dr., Kettering, OH 45429",2,Kettering,Montgomery,"39.7164,-84.164",,,,,,,,,https://www.playkettering.org/southern-hills-park/,
State Farm Park,Municipal Park,Ball fields; playground; shelter; open fields; parking,Active,City of Kettering,City of Kettering,,"2510 Blackhawk Dr., Kettering, OH 45420",31.6,Kettering,Montgomery,"39.689,-84.128",,,,,,,,,https://www.playkettering.org/state-farm-park/,
Tait Park,Municipal Park,Fire-house playground; shelter; courts; picnic areas,Active,City of Kettering,City of Kettering,,"3750 Tait Rd., Kettering, OH 45429",9.1,Kettering,Montgomery,"39.686,-84.225",,,,,,,,,https://www.playkettering.org/tait-park/,
Van Buren Park,Municipal Park,Playground; shelter; courts; picnic areas,Active,City of Kettering,City of Kettering,,"1450 Scottsdale Ave., Kettering, OH 45429",5.5,Kettering,Montgomery,"39.703,-84.159",,,,,,,,,https://www.playkettering.org/van-buren-park/,
Walther Park,Municipal Park,Natural-themed playground; courts; picnic areas; benches; drinking fountains,Active,City of Kettering,City of Kettering,,"4421 Overland Trail, Kettering, OH 45429",4.5,Kettering,Montgomery,"39.6869,-84.1693",,,,,,,,,https://www.playkettering.org/walther-park/,
Wenzler Park,Municipal Park,"Treehouse-themed playground, picnic areas, courts, walking paths, and shelter",Active,City of Kettering,City of Kettering,,"3535 Sharewood Ct., Kettering, OH 45429",4.6,Kettering,Montgomery,"39.6898,-84.1648",,,,,,,,,https://www.playkettering.org/wenzler-park/,
Woodman Fen Conservation Area,Park District Conservation Area,Protected fen ecosystem with boardwalk,Active,,Five Rivers MetroParks,,,33,Kettering,Montgomery,,,,,,,,,Fen ecosystem,,
Huffman Dam - USACE River Access,River Access,River access and open space near Huffman Dam,Active,U.S. Army Corps of Engineers,U.S. Army Corps of Engineers,,"Near Lower Valley Pike, Dayton, OH 45424",,Mad River Township,Greene,,,,,,,,,Adjacent to Huffman MetroPark,,
Crains Run County Nature Preserve,County Nature Preserve,"County?managed river corridor with wetlands, riparian habitat, and access to the Great Miami River Trail",Active,Montgomery County,Montgomery County,,"10400 Dayton Cincinnati Pike, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.588,-84.2735",,,,,,,,"Multiple unofficial names exist online (""Nature Area"" / ""Nature Park""); consolidated into a single county?managed conservation parcel.",https://mcdwater.org (if applicable),
Great Miami River Access - Medlar Road,Fishing Access,Roadside public access to Great Miami River near Medlar Conservation Area,Active,"Miami Township, Ohio",,,"Medlar Rd at Great Miami River, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.5985,-84.2808",,,,,,,,Verified public river access point,,
Miamisburg High School Nature Edge,Public School Property,Wooded perimeter and open natural edge with public walking access outside school hours,Active,Miamisburg Schools,Miamisburg Schools,,"1860 Belvo Rd, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.6274,-84.2619",,,,,,,,Qualifies due to public access and ecological edge habitat,,
Beachler Park,Municipal Park,Neighborhood park with playground and basic amenities,Active,City of Miamisburg,City of Miamisburg,,412 Ninth St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Bell Civic Park,Municipal Park,Small civic greenspace,Active,City of Miamisburg,City of Miamisburg,,1021 S. Main St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Benner Park,Municipal Park,Athletic fields and open green space,Active,City of Miamisburg,City of Miamisburg,,1608 Maue Rd.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
BMX Bike Trail,Internal Feature,Named BMX trail within Miamisburg Community Park,Active,City of Miamisburg,City of Miamisburg,,1681 Maue Road (Sycamore Trails Park),,Miamisburg,Montgomery,,,,,,,,,Contained within Miamisburg Community Park,https://www.playmiamisburg.com/parks_facilities/,
Canal Run Dog Park,Internal Feature,Off?leash dog park within Miamisburg Community Park,Active,City of Miamisburg,City of Miamisburg,,550 South First Street (inside Community Park),,Miamisburg,Montgomery,,,,,,,,,Contained within Miamisburg Community Park,https://www.playmiamisburg.com/parks_facilities/,
Carnegie Center,Recreation Facility,Community recreation and cultural facility,Active,City of Miamisburg,City of Miamisburg,,426 E. Central Ave.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Case Landing,Municipal Park,River access site on the Great Miami River for non-motorized watercraft,Active,City of Miamisburg,City of Miamisburg,,Linden & Riverview Ave.,,Miamisburg,Montgomery,,,,,,,,,Great Miami River access,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Community Park,Municipal Park,Basketball courts; playground; walking path; contains Canal Run Dog Park; BMX trail; skate park,Active,City of Miamisburg,City of Miamisburg,,550 South First Street,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Community Park Learning Center,Recreation Facility,Indoor learning and community space,Active,City of Miamisburg,City of Miamisburg,,550 S. First St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Ellerton Cemetery,Cemetery,"Rural cemetery with open lawn, tree cover, and passive recreation access",Active,Miami Township,Miami Township,,"6480 Farmersville West Carrollton Rd, Miamisburg, OH 45342",,Miamisburg,Montgomery,"39.6351,-84.336",,,,,,,,Qualifies due to canopy and passive walking access.,,
Gebhart Church Cemetery,Cemetery,"Historic cemetery with mature trees, wildlife presence, and passive walking access",Active,Miami Township,Miami Township,,"2717 Gebhart Church Rd, Miamisburg, OH 45342",,Miamisburg,Montgomery,"39.6248,-84.2722",,,,,,,,"Qualifies due to canopy, wildlife, and public access.",,
Heritage Village: Gebhart Tavern & Jacob Kercher Cabin,Historic Site,Historic structures preserved as part of Heritage Village,Active,City of Miamisburg,City of Miamisburg,,104 Old Main St.,,Miamisburg,Montgomery,,,,,,,,,Historic structures,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Hillgrove Cemetery,Cemetery,"Historic cemetery with mature canopy, wildlife presence, and passive walking access",Active,Miami Township,Miami Township,,"1002 E Central Ave, Miamisburg, OH 45342",,Miamisburg,Montgomery,"39.6421,-84.2608",,,,,,,,"Qualifies due to canopy, wildlife, and public access.",,
History Center,Museum,Local history museum and cultural site,Active,City of Miamisburg,City of Miamisburg,,35 S. Fifth St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Keelboat Park,Municipal Park,Riverfront park with historical theme and open space,Active,City of Miamisburg,City of Miamisburg,,151 Pearl St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Market Square Building,Recreation Facility,Civic building used for events and programs,Active,City of Miamisburg,City of Miamisburg,,4 N. Main St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Mary Francis Playlot,Municipal Park,Small neighborhood playlot,Active,City of Miamisburg,City of Miamisburg,,1509 Mary Francis Ct.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Meadowlane Park,Municipal Park,Neighborhood park with open space,Active,City of Miamisburg,City of Miamisburg,,2025 Old Central Ave.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Medlar Conservation Area,Park District Park,"Conservation area with forest, meadow, and river corridor habitat",Active,Five Rivers MetroParks,Five Rivers MetroParks,,"3001 Medlar Rd., Miamisburg, OH 45342",450,Miamisburg,Montgomery,,,,,,,,,Part of Great Miami River corridor,https://www.metroparks.org/,
Medlar Road River Access,Fishing Access,River access point near Medlar Conservation Area,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Medlar Rd., Miamisburg, OH",,Miamisburg,Montgomery,,,,,,,,,River access,,
Meyer Park,Municipal Park,Neighborhood park with open green space,Active,City of Miamisburg,City of Miamisburg,,385 Overland Trail,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Miamisburg Community Center,Recreation Facility,Primary community center with programs and activities,Active,City of Miamisburg,City of Miamisburg,,305 E. Central Ave.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Miamisburg Community Center North,Recreation Facility,Community recreation building,Active,City of Miamisburg,City of Miamisburg,,224 Maple Ave.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Miamisburg Mound,State Historical Site,"One of the largest Adena mounds in the U.S., with stairs and overlook; largest Adena burial mound in Ohio",Active,Ohio History Connection,,,"900 Mound Rd., Miamisburg, OH 45342",37,Miamisburg,Montgomery,"39.633,-84.287","78X3+6V Miamisburg, Ohio",,,,,,,Major prehistoric earthwork,https://www.miamisburg.org; www.ohiohistory.org,
Mound Park,Municipal Park,Historic park adjacent to Miamisburg Mound State Memorial; playground; shelters; restrooms,Active,City of Miamisburg,City of Miamisburg,,900 Mound Rd.,,Miamisburg,Montgomery,,,,,,,,,Adjacent to prehistoric Adena Miamisburg Mound,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Rice Field,Municipal Park,Athletic field complex,Active,City of Miamisburg,City of Miamisburg,,9131 Dayton Cincinnati Pk.,,Miamisburg,Montgomery,,,,,,,,,Primarily athletic use.,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Riverfront Park,Municipal Park,"Riverfront civic park with amphitheater, splash pad, playground, and bikeway access",Active,City of Miamisburg,City of Miamisburg,,3 N. Miami Ave.,,Miamisburg,Montgomery,,,,,,,,,Major civic riverfront park and event venue.,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Runyeon Park,Municipal Park,Neighborhood park with open space and local access,Active,City of Miamisburg,City of Miamisburg,,1144 Orchard Dr.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Senior Parkway,Municipal Park,Civic greenspace along Pearl Street,Active,City of Miamisburg,City of Miamisburg,,25 W. Pearl St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Simms Park,Municipal Park,Neighborhood greenspace,Active,City of Miamisburg,City of Miamisburg,,King Richard Pkwy.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Sixth & Pearl Playlot,Municipal Park,Small neighborhood playlot,Active,City of Miamisburg,City of Miamisburg,,Sixth & Pearl St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Soccer Complex,Municipal Park,Large athletic complex with multiple soccer fields,Active,City of Miamisburg,City of Miamisburg,,4350 Medlar Rd.,,Miamisburg,Montgomery,,,,,,,,,Athletic facility.,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Sunflower Park,Municipal Park,Neighborhood park with playground and open space,Active,City of Miamisburg,City of Miamisburg,,2432 Sunflower Dr.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Sycamore Trails Aquatic Center,Recreation Facility,"Outdoor municipal pool complex with slides, lap lanes, and leisure pool",Active,City of Miamisburg,City of Miamisburg,,400 S. Heincke Rd.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Sycamore Trails Park,Municipal Park,"Large multi-use park with trails, shelters, and nature areas",Active,City of Miamisburg,City of Miamisburg,,1681 Maue Rd.; 214 S. Heincke Rd.,,Miamisburg,Montgomery,,,,,,,,,Two official entrances; unified park entity.,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Veterans Memorial Park,Municipal Park,Memorial park with monuments and landscaped grounds,Active,City of Miamisburg,City of Miamisburg,,426 E. Central Ave.,,Miamisburg,Montgomery,,,,,,,,,Formerly known as Library Park.,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Westover Park,Municipal Park,Neighborhood park with open green space,Active,City of Miamisburg,City of Miamisburg,,400 Schroeder St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
"Wright ""B"" Flyer Hangar and Museum",Museum,"Aviation museum and hangar featuring the Wright ""B"" Flyer replica",Active,"Wright ""B"" Flyer Inc.","Wright ""B"" Flyer Inc.",,"10550 Springboro Pike, Miamisburg, OH 45342",,Miamisburg,Montgomery,"39.616,-84.229","77XW+JH Miamisburg, Ohio",,,,,,,Located at Dayton-Wright Brothers Airport,https://www.wright-b-flyer.org,
Great Miami River Trail Corridor (MetroParks),Controversial,Riverfront bikeway corridor managed by MetroParks,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Along Great Miami River, Montgomery County",,Montgomery,Montgomery,,,,,,,,,Part of regional bikeway network,,
Deer Meadow Connector Trail,Municipal Park,Short paved connector linking Deer Meadow Park to the regional trail system,Active,City of Moraine,City of Moraine,,Near 2650 Blanchard Avenue,,Moraine,Montgomery,,,,,,,,,Connector trail,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Deer Meadow Park,Municipal Park,Playground equipment; picnic tables; grills; shelters; basketball court,Active,City of Moraine,City of Moraine,,2650 Blanchard Avenue,5,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
East River Landing,Municipal Park,Boat ramp; fishing access; picnic tables; riverfront green space,Active,City of Moraine,City of Moraine,,3800 East River Road,2,Moraine,Montgomery,,,,,,,,,Great Miami River access,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Garden Plots,Municipal Park,Community garden plots available for seasonal rental,Active,City of Moraine,City of Moraine,,4200 Dryden Road,2,Moraine,Montgomery,,,,,,,,,Community agriculture site.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
George Taylor Park,Municipal Park,Playground equipment; picnic tables; grills; shelters; basketball courts; tennis court,Active,City of Moraine,City of Moraine,,4709 E. Venetian Way,2,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
German Village Park,Municipal Park,Playground equipment; picnic tables; grills; shelters,Active,City of Moraine,City of Moraine,,4700 Pinnacle Road,1,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Great Miami Valley Trail,Municipal Park,Regional paved multi-use trail following the Great Miami River,Active,City of Moraine,City of Moraine,,Various access points,,Moraine,Montgomery,,,,,,,,,Part of the regional trail network.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Lehigh Park,Municipal Park,Playground equipment; picnic tables; grills; shelters,Active,City of Moraine,City of Moraine,,2607 Lehigh Place,0.5,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Ora Everetts Park,Municipal Park,Playground; picnic tables; grills; shelters; ball fields; 1/4?mile walking path,Active,City of Moraine,City of Moraine,,3050 Kreitzer Road,13,Moraine,Montgomery,,,,,,,,,Situated on the same site as the Gerhardt Civic Center.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Pinnacle Park,Municipal Park,Playground; picnic tables; grills; shelters; basketball court,Active,City of Moraine,City of Moraine,,4800 Pinnacle Road,3,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Pinnacle Road Bike Path,Municipal Park,Paved bike path connecting residential areas to the Johnny Appleseed Trail,Active,City of Moraine,City of Moraine,,Pinnacle Road corridor,,Moraine,Montgomery,,,,,,,,,Connector trail,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Pinnacle Tot Lot,Municipal Park,Playground; picnic tables; grills; shelters; courts; hiking trail spur,Active,City of Moraine,City of Moraine,,3670 Charlotte Mill Drive,1,Moraine,Montgomery,,,,,,,,,Trailhead for a .1?mile spur to the Johnny Appleseed Trail.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Riverview Park,Municipal Park,Playground; picnic tables; grills; shelters,Active,City of Moraine,City of Moraine,,3021 Lakehurst Court,1,Moraine,Montgomery,,,,,,,,,,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Wax Park,Municipal Park,"Community park with playgrounds, shelters, ballfields, and fishing pond",Active,City of Moraine,City of Moraine,,3800 Main Street,38,Moraine,Montgomery,,,,,,,,,Largest and most popular Moraine park.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Wright Brothers Pinnacles Trail,Municipal Park,Natural surface trail with scenic overlooks and historic interpretive points,Active,City of Moraine,City of Moraine,,Pinnacles area off Pinnacle Road,,Moraine,Montgomery,,,,,,,,,Historic and scenic trail.,https://moraineoh.myrec.com/info/dept/details.aspx?DeptInfoID=1052,
Buckeye Pheasant Hunting Preserve,Private Hunting Reserve,Privately operated upland game preserve offering guided and unguided pheasant hunts; habitat includes fields and mixed cover,Private,Private,,,"1601 Diamond Mill Rd, New Lebanon, OH 45345",,New Lebanon,Montgomery,"39.7419,-84.3308",,,,,,,,Hunting preserve; upland game habitat,https://www.buckeyepheasanthunting.com,
Don Rusk Park (Fuls Park),Municipal Park,"Community park with ballfields, paved loop trail, playground; dog-friendly",Active,Village of New Lebanon,Village of New Lebanon,,"209-233 S Fuls Rd, New Lebanon, OH 45345",,New Lebanon,Montgomery,"39.7399,-84.388",,,,,,,,,https://www.newlebanonoh.com,
Stanley Jones Park,Municipal Park,Community park with open recreation space and athletic use,Active,Village of New Lebanon,Village of New Lebanon,,"198 S Clayton Rd, New Lebanon, OH 45345",,New Lebanon,Montgomery,"39.7417,-84.3948",,,,,,,,Recreation fields; open space,https://www.newlebanonoh.com,
Elizabeth Gardens,Municipal Park,Formal public garden with landscaped beds and seating areas,Active,City of Oakwood,City of Oakwood,,Elizabeth Ct.,,Oakwood,Montgomery,,,,,,,,,Companion site to Smith Gardens,,
Fairmont Triangle,Municipal Park,Small landscaped traffic?island green with ornamental plantings,Active,City of Oakwood,City of Oakwood,,Far Hills Ave. & Thruston Blvd.,,Oakwood,Montgomery,,,,,,,,,Recognized micro?park within Oakwood's civic landscape.,,
Fairridge Park,Municipal Park,Small neighborhood park with open lawn and informal recreation space,Active,City of Oakwood,City of Oakwood,,2100 Far Hills Ave. (approx.),,Oakwood,Montgomery,,,,,,,,,Small green space serving nearby residential area.,,
Houk Stream / Houk Meadows,Municipal Park,"Natural corridor with streamside greenway, meadows, and informal walking routes",Active,City of Oakwood,City of Oakwood,,Along Houk Stream between Shafor Blvd. & Far Hills Ave.,,Oakwood,Montgomery,,,,,,,,,Linear greenway integrated into neighborhood fabric.,,
Irving Field,Municipal Park,Baseball field; open green space; informal recreation area,Active,City of Oakwood,City of Oakwood,,210 Irving Ave.,,Oakwood,Montgomery,,,,,,,,,Primarily an athletic field with surrounding green space.,,
Irving Field Annex,Municipal Park,Small open field adjacent to Irving Field used for informal recreation,Active,City of Oakwood,City of Oakwood,,Near 210 Irving Ave.,,Oakwood,Montgomery,,,,,,,,,Secondary green space associated with Irving Field.,,
Old River Sports Complex,Municipal Park,"Athletic complex with baseball fields, open turf, and recreation facilities",Active,City of Oakwood,City of Oakwood,,225 Old River Trail,,Oakwood,Montgomery,,,,,,,,,Primary sports complex serving youth athletics.,,
Orchardly Park,Municipal Park,Playground; splash pad; courts; picnic shelter,Active,City of Oakwood,City of Oakwood,,343 Wonderly Ave.,,Oakwood,Montgomery,,,,,,,,,Neighborhood park with water play and courts.,,
Shafor Park,Municipal Park,"Community park with playground, courts, picnic shelter, and open green space",Active,City of Oakwood,City of Oakwood,,181 Patterson Rd.,,Oakwood,Montgomery,,,,,,,,,Primary community park with multiple recreation amenities.,,
Smith Gardens,Municipal Park,Formal public garden with landscaped beds and pathways,Active,City of Oakwood,City of Oakwood,,799 Oakwood Ave.,,Oakwood,Montgomery,,,,,,,,,Signature formal garden maintained by the city.,,
Englewood Dam Recreation Area,Army Corps of Engineers Property,"Recreation area with trails, river access, and open space",Active,,U.S. Army Corps of Engineers,,"Near U.S. 40, Englewood, OH 45322",,Randolph Township,Montgomery,,,,,,,,,Part of Miami Conservancy District flood control system,,
Airway East Green,Controversial,Linear greenspace on the eastern Airway corridor,Proposed,City of Riverside,City of Riverside,,"Airway Rd (East), Riverside, OH",,Riverside,Montgomery,,,,,,,,,Unconfirmed name; real greenspace,https://www.riversideoh.gov,
Airway Road Green,Controversial,Linear greenspace along the Airway corridor,Active,City of Riverside,City of Riverside,,"Airway Rd, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Airway Stormwater Basin,Controversial,Stormwater basin along Airway corridor,Public,City of Riverside,,,"Airway Rd, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Bayside Drive Green,Controversial,Small neighborhood green within the Shellabarger Park complex,Active,City of Riverside,City of Riverside,,"Bayside Dr, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Bayside Stormwater Basin,Controversial,Stormwater retention basin with maintained public greenspace,Public,City of Riverside,,,"Bayside Dr, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Community Park,Municipal Park,"Community park with sports courts, walking paths, playground, shelters; dog park",Active,City of Riverside,City of Riverside,,"796 Old Harshman Rd, Riverside, OH 45431",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Creekside Trail Access - Airway Rd,Trail Access Point,Trail access point to Creekside Trail,Active,MIami Valley Trails,,,"Airway Rd, Riverside, OH",,Riverside,Montgomery,,,Bikeway Access Point,Creekside Trail,,Access Point,,,,https://www.miamivalleytrails.org,
Creekside Trail Access - Woodman Dr,Trail Access Point,Trail access point to Creekside Trail,Active,Miami Valley Trails,,,"Woodman Dr, Riverside, OH",,Riverside,Montgomery,,,Bikeway Access Point,Creekside Trail,,Access Point,,,,https://www.miamivalleytrails.org,
Harshman Road Green,Controversial,Linear greenspace along the Harshman corridor,Active,City of Riverside,City of Riverside,,"Harshman Rd, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Harshman Stormwater Basin,Controversial,Stormwater basin near Harshman corridor,Public,City of Riverside,,,"Harshman Rd, Riverside, OH",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Huffman Dam,Dam,Flood?control dam on the Mad River; part of the Miami Conservancy District system; adjacent to Huffman MetroPark,Active,Miami Conservancy District,Miami Conservancy District,,"Near Lower Valley Pike, Dayton, OH 45424",,Riverside,Greene,"39.78,-84.11","86F9+H3 Dayton, Ohio",,,,,,,Part of the MCD flood?control system; adjacent to Huffman MetroPark.,https://mcdwater.org,
Mad River Trail Access - Old Harshman Rd,Trail Access Point,Trail access point to Mad River Trail,Active,Miami Conservancy District,Miami Conservancy District,,"Old Harshman Rd, Riverside, OH",,Riverside,Montgomery,"39.7790,-84.1220",,Bikeway Access Point,Mad River Bikeway,,Access Point,,,,https://www.miamivalleytrails.org,
